id,email,full_name,phone,aadhaar_no,pan_no,street_address,city,consent_purposes,password,created_at
usr_2c17aa644646,isha.gupta472@example.in,Isha Gupta,+917684178148,3807-4015-4537,ZPRPD9357O,"57, Brigade Road, Sector 19",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha@38535729,2026-07-08T10:59:26.170Z
usr_2558fd79b74f,karan.mehta473@example.in,Karan Mehta,+918831799622,7041-4858-7067,MGBPG5193Y,"2, M.G. Road, Sector 32",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan@2460026C,2026-07-13T10:59:26.170Z
usr_81312bd0b219,divya.kulkarni474@example.in,Divya Kulkarni,+919359094121,8678-9545-4429,VXFPL2478O,"825, Brigade Road, Sector 6",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya%8536D514,2026-05-15T10:59:26.170Z
usr_8f53c13b6d76,vikram.trivedi475@example.in,Vikram Trivedi,+918624826221,5961-4648-5092,VWKPC6339M,"620, Indiranagar, Sector 44",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram$9439E2EB,2026-05-24T10:59:26.170Z
usr_cccd38f2dabe,gaurav.chopra476@example.in,Gaurav Chopra,+917897665129,7712-1396-1713,JOUPF8615D,"751, Koramangala, Sector 8",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav!225205F4,2026-04-30T10:59:26.170Z
usr_78c373ea6be7,ritu.kapoor477@example.in,Ritu Kapoor,+918433020440,6851-3665-1610,HYOPA2837J,"952, Indiranagar, Sector 5",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu&717355E3,2026-08-02T10:59:26.170Z
usr_570e8659f79d,kavita.nair478@example.in,Kavita Nair,+917604905664,9210-4382-5394,ISDPD4907E,"986, SG Highway, Sector 39",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita%8468BC27,2026-05-03T10:59:26.170Z
usr_4843163ade73,karan.singh479@example.in,Karan Singh,+919580258207,7297-8206-5696,FCJPT2235F,"336, FC Road, Sector 43",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan!9124B865,2026-07-28T10:59:26.170Z
usr_d5edbd0c3b4c,amit.saxena480@example.in,Amit Saxena,+919994462817,7199-8191-7192,GWYPV0885I,"89, Banjara Hills, Sector 35",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit&7705AE2B,2026-05-07T10:59:26.170Z
usr_79acf03ddd5f,karan.malhotra481@example.in,Karan Malhotra,+917582857227,3399-8906-6160,UMQPC8882O,"937, Anna Salai, Sector 32",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan$7373CE31,2026-04-04T10:59:26.170Z
usr_a47a02fb9198,alok.mehta482@example.in,Alok Mehta,+918532938006,2904-2833-8487,ZZEPW9778Y,"771, Connaught Place, Sector 25",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok#2814A7FC,2026-05-17T10:59:26.170Z
usr_97e0f1d2f3ea,gaurav.deshmukh483@example.in,Gaurav Deshmukh,+917547017389,4506-1661-2271,QRNPE5201X,"535, FC Road, Sector 42",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav&9689DFF5,2026-06-16T10:59:26.170Z
usr_67b3be39dd3b,meera.chauhan484@example.in,Meera Chauhan,+917589612727,7040-9863-2549,MRJPA8782D,"252, Banjara Hills, Sector 5",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera#55513550,2026-05-01T10:59:26.170Z
usr_b8208e3248a1,aditya.mishra485@example.in,Aditya Mishra,+919879245112,3518-4520-1560,KMGPE1566N,"729, Sector 17, Sector 22",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aditya&9717FC7E,2026-03-18T10:59:26.170Z
usr_b5359b3954df,nikhil.gupta486@example.in,Nikhil Gupta,+918858692478,4740-6790-4717,RYSPF0139Z,"840, Connaught Place, Sector 3",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil$26530B76,2026-08-11T10:59:26.170Z
usr_ca1cf008a747,amit.chopra487@example.in,Amit Chopra,+919621516834,9971-1977-3904,SWVPH5273N,"697, Connaught Place, Sector 2",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit#263144B8,2026-03-22T10:59:26.170Z
usr_c6deba583618,ritu.bhatia488@example.in,Ritu Bhatia,+917181985728,5637-4529-3486,NOUPR6821D,"44, Indiranagar, Sector 15",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu!47085EE7,2026-08-23T10:59:26.170Z
usr_06931e2d9934,neha.dubey489@example.in,Neha Dubey,+918288780063,8502-8192-7391,UEXPZ1422F,"302, Banjara Hills, Sector 3",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha%9086BDF8,2026-03-25T10:59:26.170Z
usr_9dbafc4d64ab,harsh.iyer490@example.in,Harsh Iyer,+919497082239,7382-3651-4293,FSWPX8856U,"790, M.G. Road, Sector 1",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh@7634ACB7,2026-06-30T10:59:26.170Z
usr_3f376dd706fa,simran.menon491@example.in,Simran Menon,+918188784464,5845-7681-2367,HSLPZ0214H,"556, FC Road, Sector 26",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran@8354D38A,2026-05-23T10:59:26.170Z
usr_8ad7b22e20a5,amit.chopra492@example.in,Amit Chopra,+919627641179,8352-2040-6926,HADPS1565H,"561, Anna Salai, Sector 27",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit&24843F2D,2026-04-11T10:59:26.170Z
usr_72ef2a2da4d8,swati.bose493@example.in,Swati Bose,+919788870530,6563-1119-4454,SEAPU9343N,"71, Connaught Place, Sector 43",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati&67388F3F,2026-06-25T10:59:26.170Z
usr_a9f392d1ea0b,ananya.mukherjee494@example.in,Ananya Mukherjee,+917442002504,9724-9272-8377,ZKNPO8711U,"969, Sector 17, Sector 24",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ananya#1469F04C,2026-04-04T10:59:26.170Z
usr_1d3bf715b01d,rahul.kumar495@example.in,Rahul Kumar,+918658181726,2649-7228-1552,ACIPR4489J,"61, Banjara Hills, Sector 44",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul%988474F9,2026-04-28T10:59:26.170Z
usr_e63fe194c092,gaurav.menon496@example.in,Gaurav Menon,+917354139609,6657-2082-8769,CUUPX1392X,"247, MI Road, Sector 11",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav#760171A9,2026-04-05T10:59:26.170Z
usr_727341561f68,rajesh.kulkarni497@example.in,Rajesh Kulkarni,+919605633838,4138-3943-1404,VJZPN2749U,"404, Indiranagar, Sector 22",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh#95412F03,2026-05-28T10:59:26.170Z
usr_eb6c705c6841,priya.mehta498@example.in,Priya Mehta,+918979809741,2497-2760-8057,UYOPT8150J,"198, SG Highway, Sector 32",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya!1824FE4E,2026-05-28T10:59:26.170Z
usr_f46ee16b982a,priya.trivedi499@example.in,Priya Trivedi,+918800270505,7740-5538-7514,NVDPS9406B,"229, Koramangala, Sector 3",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya&64592F45,2026-05-30T10:59:26.170Z
usr_a1a5f5ec9508,aarav.trivedi500@example.in,Aarav Trivedi,+918100664705,2900-7927-7329,BTVPS3739N,"81, Koramangala, Sector 21",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav#8373BBF3,2026-05-28T10:59:26.170Z
usr_089ce41cb6af,deepika.verma501@example.in,Deepika Verma,+918713715166,8774-6096-1876,NTGPP8318S,"880, SG Highway, Sector 4",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika%92315AAD,2026-06-07T10:59:26.170Z
usr_1a25c38409d2,bhavna.verma502@example.in,Bhavna Verma,+918307888960,8650-8261-2803,VBDPI9482V,"595, FC Road, Sector 13",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Bhavna$6073A60D,2026-05-30T10:59:26.170Z
usr_d48d25e1b884,swati.pandey503@example.in,Swati Pandey,+917217535668,4917-6047-7450,FXEPD7816I,"970, Sector 17, Sector 23",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati&5120A43A,2026-07-05T10:59:26.170Z
usr_c851729541bf,priya.chopra504@example.in,Priya Chopra,+919786819650,4188-6572-8411,KGHPN5353P,"428, Koramangala, Sector 42",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya!724600CF,2026-08-18T10:59:26.170Z
usr_5001ac319bfb,sneha.patel505@example.in,Sneha Patel,+918557044751,3235-8329-6219,BDXPY2788R,"10, Sector 17, Sector 40",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sneha&675076BE,2026-05-06T10:59:26.170Z
usr_c787cea36c10,isha.rao506@example.in,Isha Rao,+919382157571,4020-6611-5719,ZXVPR0184C,"816, Indiranagar, Sector 2",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha!920309C9,2026-08-07T10:59:26.170Z
usr_6f28a87900c6,tanvi.bhattacharya507@example.in,Tanvi Bhattacharya,+919379130413,5568-8881-2903,DSRPX8350E,"887, Sector 17, Sector 23",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi@95886CCD,2026-03-11T10:59:26.170Z
usr_21a57175ed42,meera.saxena508@example.in,Meera Saxena,+919994544015,7114-6148-4701,FXFPZ4208Y,"29, MI Road, Sector 14",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera$2578696B,2026-05-17T10:59:26.170Z
usr_b5521b90c5ad,dev.singh509@example.in,Dev Singh,+918314283477,3043-4994-3707,HLJPN9692Q,"154, Brigade Road, Sector 15",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev%8049399F,2026-06-27T10:59:26.170Z
usr_c4f4d2eef464,gaurav.deshmukh510@example.in,Gaurav Deshmukh,+918469012701,9158-3570-2773,NNHPY2851I,"745, Koramangala, Sector 23",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav%31329FB1,2026-09-05T10:59:26.170Z
usr_a053ea1a7065,divya.bhattacharya511@example.in,Divya Bhattacharya,+919149117065,7795-3792-3229,ULMPI0841Z,"3, Connaught Place, Sector 8",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya$420982A9,2026-04-15T10:59:26.170Z
usr_1508fcb110d0,neha.kumar512@example.in,Neha Kumar,+917108409634,4250-6201-9685,NNLPO7311N,"320, M.G. Road, Sector 29",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha@46021238,2026-05-30T10:59:26.170Z
usr_2f551ffe1b7a,karan.chopra513@example.in,Karan Chopra,+919129467257,7970-9235-4117,SEVPO2370N,"489, Brigade Road, Sector 7",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan&9048078C,2026-03-24T10:59:26.170Z
usr_df6a346d3305,alok.rao514@example.in,Alok Rao,+918153969665,7241-6795-6846,YKUPH8966N,"261, M.G. Road, Sector 18",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok#37956163,2026-04-27T10:59:26.170Z
usr_42c316c19dd3,rajesh.sharma515@example.in,Rajesh Sharma,+919843928496,5455-1848-6712,WJLPJ6704Z,"998, MI Road, Sector 12",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh$86213BCE,2026-04-19T10:59:26.170Z
usr_f2dc05a30c14,vikram.pillai516@example.in,Vikram Pillai,+918725938484,6336-2084-1410,ILGPP8367D,"387, Anna Salai, Sector 41",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram&4955A353,2026-08-21T10:59:26.170Z
usr_30693fcdf627,abhishek.trivedi517@example.in,Abhishek Trivedi,+918480618000,6058-9914-7905,NQEPQ9137K,"749, SG Highway, Sector 43",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek$59398A03,2026-04-25T10:59:26.170Z
usr_4efb082d27e8,rahul.pillai518@example.in,Rahul Pillai,+917282149117,7105-9513-3642,RAEPQ2636R,"285, FC Road, Sector 39",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul&3262A5F2,2026-05-04T10:59:26.170Z
usr_e6795deb5c71,varun.reddy519@example.in,Varun Reddy,+918942060485,5393-4133-6088,SARPD0371G,"42, Park Street, Sector 33",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Varun&22818959,2026-04-03T10:59:26.170Z
usr_6ffe7e1eaa52,pallavi.kapoor520@example.in,Pallavi Kapoor,+919268954525,7499-2607-4739,ANZPQ9985V,"398, Sector 17, Sector 20",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi%564513EF,2026-05-14T10:59:26.170Z
usr_aeed580533af,dev.malhotra521@example.in,Dev Malhotra,+917588927745,6221-9460-6890,GOZPG2234Y,"740, Connaught Place, Sector 44",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev&196354B3,2026-04-23T10:59:26.170Z
usr_4473ef6b3aa8,kunal.bhatia522@example.in,Kunal Bhatia,+917761838076,3195-1952-6936,XDFPN0127L,"536, Banjara Hills, Sector 44",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kunal&6403B1E9,2026-07-18T10:59:26.170Z
usr_f291877d0746,pooja.reddy523@example.in,Pooja Reddy,+919199498126,9045-9288-8349,FUJPQ6455S,"390, Anna Salai, Sector 3",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja#84462B8D,2026-04-25T10:59:26.170Z
usr_5eeec56d65e1,arjun.gupta524@example.in,Arjun Gupta,+917822413113,2418-3352-6991,WCLPE0793Z,"335, MI Road, Sector 23",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun%5915C195,2026-05-29T10:59:26.170Z
usr_552c8262f6bd,rohan.mehta525@example.in,Rohan Mehta,+919165446616,9522-6285-5772,UEHPV8752I,"335, Koramangala, Sector 39",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan$5342DFA2,2026-05-26T10:59:26.170Z
usr_e8a2a4e33f1e,deepika.iyer526@example.in,Deepika Iyer,+919559811016,7430-6341-6792,TEHPJ6031H,"747, Connaught Place, Sector 42",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika&7299FE04,2026-04-27T10:59:26.170Z
usr_9b2cbcc0d9e7,manish.chauhan527@example.in,Manish Chauhan,+918243914608,9642-4901-9139,MMYPF4894O,"890, Park Street, Sector 15",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish!5473813C,2026-04-04T10:59:26.170Z
usr_85296549f3dd,manish.mishra528@example.in,Manish Mishra,+917634732835,5600-9697-8406,LDNPW7887N,"63, FC Road, Sector 6",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish$3256D20A,2026-05-27T10:59:26.170Z
usr_05b8826e310a,vikram.kumar529@example.in,Vikram Kumar,+918732533109,6137-4390-9818,XXNPM6540Y,"593, Park Street, Sector 38",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram&2307FA41,2026-03-16T10:59:26.170Z
usr_9a8c235d4d86,rahul.deshmukh530@example.in,Rahul Deshmukh,+917337621963,5168-6330-8055,ETMPA5169A,"287, Banjara Hills, Sector 26",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul@81045E3D,2026-08-29T10:59:26.170Z
usr_3cc1a46d8f37,simran.pandey531@example.in,Simran Pandey,+918198483141,6032-3380-6127,ZWDPY2659G,"312, Anna Salai, Sector 23",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran!56080739,2026-04-13T10:59:26.170Z
usr_4fba74584219,rohan.bose532@example.in,Rohan Bose,+917764463789,6459-6220-4529,IECPY1786C,"187, Banjara Hills, Sector 8",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan&1291B9CD,2026-05-01T10:59:26.170Z
usr_f6ba75924b8a,alok.mishra533@example.in,Alok Mishra,+919713140161,4251-7220-5635,XOEPJ1180R,"626, Koramangala, Sector 16",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok@83713627,2026-05-19T10:59:26.170Z
usr_98d9177351df,alok.patel534@example.in,Alok Patel,+917563474940,4524-7570-6837,PFHPH1018O,"246, Indiranagar, Sector 45",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok&4665E02E,2026-05-14T10:59:26.170Z
usr_6177016c60d7,kavita.kumar535@example.in,Kavita Kumar,+917571144281,4212-5082-4467,OJOPO8104L,"926, FC Road, Sector 8",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita&69980BE6,2026-04-11T10:59:26.170Z
usr_e41937914ab5,pallavi.rao536@example.in,Pallavi Rao,+917746435138,7999-4449-6178,TTOPQ1693B,"473, Koramangala, Sector 32",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi#76218687,2026-07-17T10:59:26.170Z
usr_91592784d22e,abhishek.saxena537@example.in,Abhishek Saxena,+917806295524,4330-2850-3005,YXTPT0751W,"924, Anna Salai, Sector 41",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek!831295C3,2026-03-13T10:59:26.170Z
usr_2e3e552b780d,arjun.kapoor538@example.in,Arjun Kapoor,+919664202983,9771-9158-4814,BIEPV9884T,"388, Koramangala, Sector 8",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun!3383C7ED,2026-08-29T10:59:26.170Z
usr_7a0174be0716,shweta.gupta539@example.in,Shweta Gupta,+919590618450,8222-5056-6187,QEVPC6548P,"354, Park Street, Sector 9",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Shweta!2874C039,2026-07-20T10:59:26.170Z
usr_715f07b334f4,anjali.gupta540@example.in,Anjali Gupta,+918946695860,4724-1576-1803,MTQPX9168O,"360, FC Road, Sector 25",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali!8108CF67,2026-04-08T10:59:26.170Z
usr_f616f59c5940,divya.rao541@example.in,Divya Rao,+919888187137,7664-7334-4551,SZDPD6563U,"816, MI Road, Sector 30",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya#1265D481,2026-07-27T10:59:26.170Z
usr_50ac06444e0e,tanvi.agarwal542@example.in,Tanvi Agarwal,+919208963181,2591-5936-9525,QGYPH3662O,"748, MI Road, Sector 2",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi!88166031,2026-07-10T10:59:26.170Z
usr_8c3b3a4d1050,anjali.bhattacharya543@example.in,Anjali Bhattacharya,+917454394118,3954-9718-1441,RNYPR2505O,"5, Sector 17, Sector 13",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali@1675626A,2026-05-19T10:59:26.170Z
usr_4dcfd9951953,priya.patel544@example.in,Priya Patel,+919926043242,5075-8390-4085,ERTPB1230C,"459, Brigade Road, Sector 41",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya#849060F2,2026-06-08T10:59:26.170Z
usr_cc259baca522,bhavna.chopra545@example.in,Bhavna Chopra,+919226401109,4388-3949-5433,BICPD4489F,"613, Anna Salai, Sector 4",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Bhavna@6677D528,2026-04-26T10:59:26.170Z
usr_c3e855f13a38,aarav.kumar546@example.in,Aarav Kumar,+918607722423,4552-7126-1820,CVQPA9631C,"7, Indiranagar, Sector 12",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav%2824D78B,2026-09-07T10:59:26.170Z
usr_e95cde7b82ee,aditya.kulkarni547@example.in,Aditya Kulkarni,+918588274411,6273-8657-6422,EXRPO7432Y,"111, Banjara Hills, Sector 18",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aditya#6007BED1,2026-07-04T10:59:26.170Z
usr_a2284734909d,priya.deshmukh548@example.in,Priya Deshmukh,+917267690651,4890-7351-5225,PBRPW0042N,"402, Brigade Road, Sector 6",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya#1544A745,2026-04-22T10:59:26.170Z
usr_85c37ea922fb,ritu.joshi549@example.in,Ritu Joshi,+919375428198,7466-6583-3066,QVTPQ2590S,"76, Brigade Road, Sector 18",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu#47438E94,2026-06-06T10:59:26.170Z
usr_4e935da30c55,ritika.iyer550@example.in,Ritika Iyer,+918807658621,3048-6177-9818,NWWPH4427F,"140, Indiranagar, Sector 15",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika$2871F167,2026-06-19T10:59:26.170Z
usr_c22d05e23f27,pallavi.pillai551@example.in,Pallavi Pillai,+918867890061,7916-8103-6637,WOEPT0421G,"129, MI Road, Sector 24",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi&87642EE7,2026-04-22T10:59:26.170Z
usr_57977d500075,sneha.joshi552@example.in,Sneha Joshi,+917553083037,7780-5373-7682,RKGPP7100Q,"425, MI Road, Sector 40",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sneha#87150FC9,2026-07-05T10:59:26.170Z
usr_393e10ff23fc,amit.gupta553@example.in,Amit Gupta,+919523407380,9462-8850-2731,RZVPR2960V,"70, Anna Salai, Sector 32",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit@7187C091,2026-07-12T10:59:26.170Z
usr_c54bebe1207c,rajesh.sharma554@example.in,Rajesh Sharma,+919480677959,9984-7353-2173,VDUPJ7792M,"227, FC Road, Sector 13",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh%95619EBE,2026-03-19T10:59:26.171Z
usr_796f8cccda6a,priya.menon555@example.in,Priya Menon,+919139677812,6291-1486-3721,RVNPK3635H,"561, Anna Salai, Sector 36",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya@90015E5F,2026-05-02T10:59:26.171Z
usr_f789001415e8,kavita.malhotra556@example.in,Kavita Malhotra,+919602050770,5725-8829-1777,NQWPV1749I,"565, Park Street, Sector 36",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita@777048BC,2026-06-04T10:59:26.171Z
usr_d910ae29fd91,priya.deshmukh557@example.in,Priya Deshmukh,+917526302477,2830-4227-8492,HQKPB4643J,"503, Sector 17, Sector 20",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya%82985F0F,2026-05-03T10:59:26.171Z
usr_6af8c93c1419,tanvi.iyer558@example.in,Tanvi Iyer,+919504280411,5243-5934-7735,KOTPB6387Y,"903, SG Highway, Sector 33",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi%118959FC,2026-05-15T10:59:26.171Z
usr_e783839e3105,nikhil.gupta559@example.in,Nikhil Gupta,+918411503084,8869-3567-9290,FGSPQ2621G,"83, SG Highway, Sector 29",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil%193635BF,2026-08-30T10:59:26.171Z
usr_694fd1ceba4c,harsh.iyer560@example.in,Harsh Iyer,+918847047402,8105-9543-6818,SGRPO6455M,"726, FC Road, Sector 45",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh&71891857,2026-08-10T10:59:26.171Z
